"date","label","lat","long","id","seven_day_rainfall_average","three_day_rainfall_average","temp_high_0","temp_high_1","temp_high_2","temp_low_0","temp_low_1","temp_low_2","humidity_0","humidity_1","humidity_2","cloud_cover_day_of","wind_speed_day_of"
"9/1/19","1","37.841667","-118.93093","12","0.0033","0.0009","82.49","79.04","77.13","49.48","52.17","51.86","0.23","0.21","0.36","0","4.74"
"9/1/19","1","37.8208344","-118.89208","13","0.0046","0.0013","79.61","77.28","75.73","51.65","51.31","51.71","0.21","0.19","0.33","0","5.59"
"9/1/19","1","37.8541672","-118.93526","14","0.0036","0.0011","83.1","80.14","78.2","51.49","52.38","51.97","0.23","0.21","0.35","0","4.83"
"9/1/19","1","37.816667","-118.86954","15","0.0048","0.0014","79.89","77.78","76.54","52.14","50.87","51.6","0.2","0.18","0.31","0","5.98"
"9/1/19","1","37.8385432","-118.90347","16","0.0024","0.0008","80.12","79.76","74.04","51.73","51.63","51.41","0.23","0.22","0.39","0","4.52"
"9/1/19","1","37.8479178","-118.90143","17","0.0017","0.0007","80.94","80.56","73.96","52.48","52.33","51.41","0.23","0.22","0.4","0","4.11"
"9/1/19","1","36.300835","-121.28897","18","0.0037","0.0016","96.84","92.6","89.64","65.58","59.51","55.95","0.43","0.57","0.71","0.03","5.03"
"9/1/19","1","36.3125015","-121.29264","19","0.0038","0.0017","96.91","92.65","89.64","65.84","59.75","56.08","0.43","0.57","0.71","0.03","5.04"
"8/15/19","1","37.8375016","-118.89256","20","0.0046","0.0017","77.77","79.06","73.09","51.7","51.33","50.14","0.29","0.29","0.31","0.02","4.29"
"8/15/19","1","37.8541674","-118.89832","21","0.0035","0.0015","79","81.51","75.67","51.27","51.54","50.43","0.31","0.3","0.33","0.02","3.89"
"8/15/19","1","37.8258343","-118.85899","22","0.0061","0.0019","79.5","76.71","74.04","52.46","51.71","49.79","0.25","0.27","0.27","0.01","4.97"
"8/15/19","1","37.8541677","-118.88249","23","0.0049","0.0016","80.64","78.11","75.27","52.52","52.46","50.8","0.27","0.28","0.3","0.01","4.43"
"8/15/19","1","37.8708345","-118.89354","24","0.0051","0.0016","82.78","80.25","77.02","53.26","53.02","51.44","0.27","0.28","0.3","0.01","4.45"
"8/15/19","1","37.8541677","-118.86138","25","0.0061","0.0019","80.96","78.13","75.22","52.86","52.45","50.59","0.25","0.27","0.28","0.01","4.87"
"8/1/19","1","36.7708349","-119.49627","26","0.0044","0.0002","101.61","103.02","105.66","68.46","66.39","67.1","0.31","0.27","0.22","0","3.94"
"8/1/19","1","37.6541683","-120.74565","27","0.0043","0.0005","99.76","97.13","101.35","61.28","58.69","59.22","0.36","0.36","0.31","0","6.22"
"8/1/19","1","37.6500004","-120.71782","28","0.0035","0.0005","99.84","97.31","101.59","61.31","58.89","59.49","0.36","0.35","0.31","0","6.07"
"8/1/19","1","36.2241675","-120.24027","29","0.0018","0.0002","100.61","101.84","105.16","65.64","65.38","66.48","0.27","0.2","0.21","0.01","5.06"
"8/1/19","1","36.0875033","-120.04739","30","0.0029","0.0007","100.91","102.71","106.23","64.9","64.59","66.28","0.28","0.21","0.22","0.01","5.64"
"8/1/19","1","36.2166679","-120.21429","31","0.0034","0.0002","100.69","102.12","105.42","65.4","65.31","66.3","0.28","0.2","0.22","0.01","5.07"
"7/15/19","1","37.9375035","-120.82925","32","0.004","0.0017","100.75","102.46","100.29","64.53","65.46","63.6","0.3","0.39","0.44","0","6.58"
"7/15/19","1","37.9313622","-120.76689","33","0.004","0.0017","100.39","101.71","99.27","65.16","66.59","64.66","0.3","0.38","0.43","0","6.55"
"7/15/19","1","39.0166671","-122.11545","34","0.004","0.0017","97.91","100.26","99.47","66.75","64.07","65.34","0.41","0.44","0.46","0","6.03"
"7/15/19","1","39.0208351","-122.10119","35","0.0041","0.0017","97.93","100.29","99.5","66.4","63.7","65.02","0.42","0.45","0.46","0","5.94"
"7/15/19","1","39.9125018","-122.03532","36","0.0039","0.0017","99.58","101.71","101.43","69.45","69.91","70.77","0.33","0.34","0.35","0","5.53"
"7/15/19","1","38.7208341","-119.79254","37","0.004","0.0021","79.56","85.37","85.73","54.67","56.33","54.62","0.25","0.27","0.36","0.01","7.79"
"7/15/19","1","38.7208344","-119.77652","38","0.004","0.0021","80.68","86.63","86.96","55.04","56.28","54.85","0.24","0.26","0.36","0.01","7.71"
"7/15/19","1","38.720835","-119.74982","39","0.0041","0.0022","82.5","88.77","88.9","56.52","56.85","56.16","0.23","0.25","0.35","0.02","7.93"
"7/15/19","1","38.7291733","-119.74777","40","0.0044","0.0024","82.69","89.04","89.14","57.2","56.94","56.83","0.23","0.25","0.34","0.02","8.05"
"7/15/19","1","40.3625018","-116.92945","41","0.0038","0.002","87.42","89.07","91.08","53.82","56.13","58.75","0.08","0.11","0.12","0","6.68"
"7/1/19","1","37.7375016","-121.39778","42","0.0036","0.0015","91.15","90.27","86.77","54.03","58.24","51.86","0.34","0.34","0.41","0.21","8.35"
"7/1/19","1","37.6083346","-120.79743","43","0.0036","0.0015","94.05","91.87","86.26","55.56","58.46","54.43","0.29","0.33","0.43","0.19","7.5"
"7/1/19","1","37.9041683","-121.23919","44","0.0019","0.0011","91.11","88.34","85.52","56.21","58.83","54.75","0.36","0.36","0.44","0.16","7.17"
"7/1/19","1","38.7041669","-121.59064","45","0.0019","0.0011","88.93","88.4","85.06","56.17","59.07","55.65","0.46","0.46","0.49","0.18","5.21"
"7/1/19","1","38.6841686","-121.55024","46","0.0029","0.0013","89.41","88.03","85.08","55.15","59.15","55.72","0.45","0.46","0.49","0.27","5.02"
"7/1/19","1","38.6958351","-121.55512","47","0.0028","0.0013","89.26","87.97","85.26","55.46","59.2","55.38","0.45","0.46","0.49","0.25","5.04"
"7/1/19","1","39.0666681","-121.86917","48","0.0037","0.0016","91.47","90.62","86.95","54.96","57.65","53.91","0.42","0.45","0.47","0.25","4.61"
"7/1/19","1","39.0791687","-121.8854","49","0.0037","0.0016","91.55","90.71","87.5","55.05","57.75","52.79","0.42","0.44","0.47","0.25","4.64"
"7/1/19","1","39.0666671","-121.84771","50","0.0037","0.0016","91.4","90.54","86.91","54.93","57.64","53.9","0.43","0.45","0.48","0.25","4.56"
"7/1/19","1","39.2625026","-121.66541","51","0.0036","0.0015","91.31","90.59","87.04","57.32","59.09","56.12","0.38","0.4","0.44","0.27","4.61"
"7/1/19","1","39.2741686","-121.66521","52","0.0036","0.0015","91.26","90.8","86.9","57.14","59.39","56.24","0.38","0.4","0.44","0.27","4.59"
"7/1/19","1","39.6541675","-122.27074","53","0.0037","0.0015","91.88","90.27","86.41","57.45","59.72","56.85","0.33","0.38","0.39","0.19","5.14"
"7/1/19","1","39.6708345","-122.27858","54","0.0037","0.0015","91.88","90.23","86.3","57.63","59.89","56.99","0.32","0.37","0.38","0.19","5.16"
"7/1/19","1","39.6541685","-122.24909","55","0.0037","0.0015","91.89","90.35","86.51","57.17","59.43","56.61","0.33","0.38","0.39","0.19","5.11"
"7/1/19","1","39.6625008","-122.24218","56","0.0037","0.0015","91.97","90.41","87.34","57.35","59.51","55.58","0.33","0.38","0.38","0.19","5.1"
"7/1/19","1","39.6625008","-122.23136","57","0.0037","0.0015","92.04","90.46","86.57","57.34","59.44","56.57","0.33","0.38","0.39","0.19","5.08"
"7/1/19","1","38.7125011","-120.13635","58","0.0033","0.0015","68.81","67.45","61.43","44.52","45.63","41.9","0.46","0.44","0.39","0.36","6.07"
"7/1/19","1","39.9000008","-122.17057","59","0.0032","0.0014","93.04","91.12","87.12","59.68","60.1","56.66","0.28","0.32","0.35","0.18","5.12"
"7/1/19","1","39.892502","-122.16697","60","0.0034","0.0015","93.14","91.23","86.62","59.65","60.22","57.81","0.28","0.32","0.35","0.19","5.12"
"7/1/19","1","35.9687511","-121.28491","61","0.0038","0.0015","84.09","83.78","77.96","55.12","55.93","53.59","0.4","0.43","0.49","0.07","4.78"
"7/1/19","1","35.9875005","-121.29055","62","0.0037","0.0015","84.31","84.26","77.89","55.05","55.6","53.33","0.39","0.42","0.49","0.07","4.57"
"7/1/19","1","35.9750012","-121.27649","63","0.0037","0.0015","84.5","84","78.22","54.98","55.58","53.2","0.39","0.41","0.48","0.07","4.62"
"7/1/19","1","35.9875031","-121.28231","64","0.0037","0.0015","85.07","84.65","78.33","54.76","55.36","53.47","0.38","0.42","0.48","0.07","4.5"
"7/1/19","1","36.0025019","-121.30023","65","0.0039","0.0015","83.19","82.7","76.5","55.18","55.72","53.3","0.39","0.42","0.49","0.07","4.51"
"7/1/19","1","35.9875009","-121.24935","66","0.0032","0.0014","88.05","88.15","81.35","52.99","53.11","50.91","0.36","0.39","0.45","0.06","4.12"
"7/1/19","1","35.6625015","-119.26151","67","0.0038","0.0016","97.22","95.63","92.49","60.96","60.74","58.64","0.3","0.34","0.39","0.06","5.07"
"6/15/19","1","36.2708366","-119.15031","68","0.0046","0.0018","96.18","97.76","106.21","63.18","66.14","68.84","0.39","0.35","0.27","0.01","4.53"
"6/15/19","1","38.2041684","-121.97045","69","0.0043","0.0016","79.14","82.61","98.1","51.41","54.53","58.52","0.68","0.62","0.38","0.17","11.37"
"6/15/19","1","36.2041676","-118.30001","70","0.0497","0.0469","66.28","71.77","74.2","52.51","50.5","52.38","0.47","0.38","0.31","0.26","6.29"
"6/15/19","1","39.0208341","-122.11192","71","0.0046","0.0018","94.46","97.57","102.5","58.19","60.73","69.2","0.52","0.37","0.29","0.03","5.51"
"6/15/19","1","39.0041672","-122.07778","72","0.0046","0.0018","94.23","97.48","102.49","57.69","60.25","68.55","0.53","0.39","0.3","0.03","5.57"
"6/15/19","1","39.0208351","-122.09047","73","0.0045","0.0017","95.2","97.6","102.5","55.28","60.38","68.71","0.54","0.39","0.3","0.04","5.36"
"6/15/19","1","39.7166681","-122.27313","74","0.0039","0.0016","94.11","97.19","98.07","60.03","64.08","68.31","0.55","0.39","0.36","0.05","4.91"
"6/1/19","1","37.6625016","-121.53819","75","0.0082","0.0025","82.77","76.8","81.44","58.62","54.31","52.41","0.59","0.65","0.6","0.12","6.52"
"6/1/19","1","37.6541668","-121.5035","76","0.0083","0.0026","84.84","79.75","83.48","59.16","54.67","53.01","0.58","0.63","0.58","0.11","6.62"
"6/1/19","1","37.6729199","-121.53946","77","0.0078","0.0024","83.36","77.17","82.08","58.74","54.43","52.4","0.59","0.65","0.59","0.12","6.6"
"6/1/19","1","36.9375024","-120.14807","78","0.0321","0.0054","88.63","88.52","85.33","60.65","58.35","58.6","0.55","0.56","0.62","0.14","7.41"
"6/1/19","1","38.6291678","-122.78076","79","0.0133","0.005","81.95","76.11","81.7","58.53","54.08","50.91","0.66","0.76","0.67","0.19","3.75"
"6/1/19","1","34.004168","-117.52658","80","0.0084","0.0017","81.76","85.58","83.71","59.46","56.93","55.53","0.71","0.61","0.57","0.2","4.58"
"6/1/19","1","35.2458355","-118.76286","81","0.0263","0.0022","89.92","91.8","87.73","62.3","61.5","59.7","0.54","0.5","0.59","0.02","5.23"
"9/1/18","1","35.8841683","-119.03283","82","0.0029","0.0013","89.34","89.24","92.78","60.73","57.89","58.67","0.54","0.51","0.5","0.04","4.39"
"9/1/18","1","35.8958348","-119.03597","83","0.0029","0.0013","89.41","89.3","92.98","60.64","57.86","58.67","0.54","0.51","0.5","0.04","4.38"
"9/1/18","1","36.5434538","-119.48763","84","0.0033","0.0014","90.19","88.88","90.05","57.5","56.65","57.82","0.54","0.55","0.55","0.02","5.49"
"9/1/18","1","36.5583346","-119.49879","85","0.0033","0.0014","89.43","88.13","89.39","57.96","56.95","58.21","0.54","0.55","0.55","0.02","5.47"
"9/1/18","1","36.5250012","-119.39543","86","0.0033","0.0014","90.82","89.77","91.34","57.73","56.99","57.84","0.54","0.55","0.55","0.02","5.2"
"9/1/18","1","36.5175009","-119.36934","87","0.0033","0.0014","90.86","89.9","91.62","57.98","57.16","57.91","0.54","0.55","0.55","0.02","5.09"
"9/1/18","1","39.3916695","-122.68288","88","0.0027","0.0012","83.16","77.66","79.67","59.87","55.43","51.58","0.51","0.57","0.57","0.01","3.64"
"9/1/18","1","39.4041705","-122.68329","89","0.0027","0.0012","80.06","74.45","76.49","59.46","54.73","51.17","0.51","0.57","0.56","0.01","3.6"
"9/1/18","1","39.4958371","-122.80172","90","0.003","0.0014","80.51","76.04","77.67","57.15","54.14","51.27","0.53","0.59","0.57","0.01","3.79"
"9/1/18","1","39.5062527","-122.78772","91","0.003","0.0014","77.63","73.06","74.69","56.73","53.03","50.56","0.51","0.57","0.55","0.01","3.62"
"9/1/18","1","39.3625027","-121.61307","92","0.0031","0.0014","90.02","84.05","87.87","58.91","55.95","56.75","0.55","0.59","0.59","0.01","3.54"
"9/1/18","1","40.9958346","-122.39586","93","0.0025","0.0012","87.43","81.93","86.83","59.39","55.32","53.92","0.44","0.56","0.51","0.05","3.51"
"9/1/18","1","41.0083349","-122.39699","94","0.0025","0.0012","88.33","82.75","87.67","59.17","55.52","54.25","0.44","0.57","0.51","0.05","3.54"
"9/1/18","1","40.9675083","-122.35324","95","0.0016","0.0008","85.43","80.1","85.29","60.75","55.43","54.09","0.44","0.54","0.5","0.04","3.38"
"9/1/18","1","41.0097228","-122.3738","96","0.0025","0.0012","86.07","80.8","85.79","59.36","55.07","53.77","0.44","0.56","0.5","0.05","3.52"
"9/1/18","1","40.9791707","-122.35389","97","0.0016","0.0008","84.13","78.89","84.03","60.43","55.11","53.69","0.45","0.55","0.51","0.04","3.42"
"9/1/18","1","41.0041669","-122.35612","98","0.0022","0.0009","88.3","82.71","87.58","59.6","55.66","54.3","0.43","0.55","0.5","0.05","3.5"
"9/1/18","1","40.9625006","-122.28436","99","0.0019","0.0009","83.49","78.4","83.25","61.21","54.83","53.28","0.43","0.55","0.49","0.04","3.44"
"9/1/18","1","40.9895872","-122.33458","100","0.0014","0.0007","85.45","80.26","85.34","60.58","55.4","53.93","0.44","0.54","0.5","0.04","3.42"
"9/1/18","1","40.9708339","-122.28877","101","0.0019","0.0009","81.43","76.45","81.23","60.9","54.4","52.79","0.43","0.55","0.49","0.04","3.44"
"9/1/18","1","40.9708335","-122.27221","102","0.0019","0.0009","84.25","79.5","84.12","61.28","54.73","53.2","0.43","0.55","0.49","0.04","3.43"
"9/1/18","1","41.0041695","-122.32852","103","0.002","0.0009","86.69","81.36","86.13","59.96","55.38","53.96","0.43","0.54","0.49","0.05","3.47"
"9/1/18","1","41.019169","-122.34201","104","0.0024","0.0011","85.5","80.33","85.33","59.48","54.91","53.62","0.44","0.56","0.5","0.05","3.47"
"9/1/18","1","40.9880974","-122.27741","105","0.0021","0.0009","76.15","71.73","76.07","59.3","52.29","50.37","0.43","0.56","0.48","0.04","3.43"
"9/1/18","1","41.0113123","-122.29051","106","0.0021","0.0009","80.79","75.87","80.34","59.32","54.05","52.27","0.43","0.56","0.49","0.04","3.45"
"9/1/18","1","41.0208362","-122.28215","107","0.0021","0.0009","79.94","74.7","79.09","58.75","53.48","51.43","0.43","0.56","0.49","0.04","3.37"
"9/1/18","1","41.0375022","-122.29101","108","0.002","0.0009","83.94","78.72","83.35","58.59","54.24","52.52","0.44","0.56","0.49","0.05","3.3"
"9/1/18","1","41.0208346","-122.24901","109","0.0019","0.0009","81.38","75.98","80.19","58.72","53.65","51.67","0.42","0.55","0.48","0.04","3.31"
"9/1/18","1","41.0541669","-122.29436","110","0.0021","0.0009","82.99","77.82","82.75","58.37","53.98","52.47","0.44","0.56","0.49","0.05","3.31"
"9/1/18","1","41.0458339","-122.2844","111","0.0018","0.0009","81.54","76.42","81.26","58","53.71","51.93","0.44","0.57","0.49","0.05","3.2"
"9/1/18","1","41.0125002","-122.21698","112","0.0025","0.0012","89.47","83.72","87.7","59.45","55.56","53.92","0.42","0.55","0.49","0.04","3.48"
"9/1/18","1","41.0500015","-122.27557","113","0.0014","0.0007","77.54","72.66","77.39","57.35","52.95","50.82","0.45","0.57","0.49","0.04","2.96"
"9/1/18","1","41.0275011","-122.2404","114","0.0017","0.0008","83.47","78.07","82.35","58.32","54.11","52.11","0.43","0.56","0.48","0.04","3.24"
"9/1/18","1","41.0291673","-122.2203","115","0.0023","0.001","89.14","83.46","87.59","58.63","55.24","53.62","0.42","0.55","0.49","0.04","3.42"
"9/1/18","1","41.0708335","-122.28114","116","0.0022","0.001","84.86","79.68","84.45","58.05","54.33","52.7","0.43","0.56","0.48","0.05","3.36"
"9/1/18","1","41.0500035","-122.24795","117","0.0007","0.0004","73.61","69.26","73.2","55.47","51.93","49.44","0.45","0.59","0.49","0.04","2.82"
"9/1/18","1","41.0458335","-122.21258","118","0.0024","0.0011","88.11","82.52","86.67","57.97","54.81","53.3","0.42","0.55","0.48","0.04","3.46"
"9/1/18","1","41.0375002","-122.1971","119","0.0025","0.0012","88.31","82.62","86.62","58.22","54.92","53.52","0.42","0.55","0.49","0.04","3.57"
"9/1/18","1","41.0958335","-122.28344","120","0.0025","0.0012","78.64","73.73","78.5","57.29","52.62","51.01","0.44","0.57","0.48","0.05","3.65"
"9/1/18","1","41.0633361","-122.23625","121","0.0019","0.0009","82.98","77.77","82.2","57.23","53.93","52.03","0.43","0.56","0.48","0.04","3.23"
"9/1/18","1","41.0815525","-122.26475","122","0.0025","0.0012","80.61","75.38","79.99","57.53","53.4","51.69","0.43","0.57","0.48","0.05","3.5"
"9/1/18","1","41.0625006","-122.20486","123","0.0025","0.0012","88.23","82.55","86.71","57.73","54.9","53.44","0.42","0.56","0.49","0.04","3.6"
"9/1/18","1","41.0875029","-122.24029","124","0.0025","0.0012","79.27","74.07","78.45","57","52.64","50.79","0.42","0.56","0.47","0.04","3.69"
"9/1/18","1","41.056946","-122.1798","125","0.0028","0.0013","87.33","81.76","85.74","57.39","54.63","53.25","0.42","0.56","0.49","0.04","3.67"
"9/1/18","1","41.0750017","-122.20046","126","0.0027","0.0012","88.31","82.53","86.7","57.42","54.96","53.57","0.43","0.56","0.49","0.04","3.67"
"9/1/18","1","41.0625002","-122.16618","127","0.0029","0.0013","88.18","82.48","86.48","57.37","54.75","53.44","0.42","0.56","0.49","0.04","3.71"
"9/1/18","1","41.0958339","-122.22262","128","0.0027","0.0012","85.19","79.88","84.17","57.32","54.35","52.88","0.43","0.56","0.48","0.04","3.77"
"9/1/18","1","41.0791676","-122.18609","129","0.0029","0.0013","83.59","78.09","82.26","56.84","53.82","52.21","0.42","0.56","0.48","0.04","3.73"
"9/1/18","1","34.5767881","-119.66264","130","0.0034","0.0014","86.85","84.78","82.97","62.78","60.99","59.93","0.38","0.42","0.56","0.13","6.56"
"9/1/18","1","34.5625044","-119.60522","131","0.0033","0.0014","88.06","85.71","83.95","63.19","61.78","60.14","0.37","0.42","0.57","0.13","6.46"
"9/1/18","1","34.5791697","-119.60895","132","0.0033","0.0014","88.07","86.2","84.74","62.78","61.3","59.58","0.37","0.41","0.56","0.13","6.62"
"9/1/18","1","36.8000038","-121.57116","133","0.0062","0.0018","76.99","72.99","73.24","51.51","52.26","53.64","0.78","0.78","0.78","0.33","5.42"
"8/15/18","1","39.3541685","-123.03731","134","0.0044","0.0021","89.09","90.84","93.44","58.56","59.26","60.28","0.4","0.35","0.37","0.03","3.82"
"8/15/18","1","39.3625012","-123.02504","135","0.0043","0.0021","85.22","86.65","88.99","59.52","60.15","60.94","0.36","0.32","0.34","0.03","3.8"
"8/15/18","1","39.3708354","-123.02355","136","0.0043","0.0021","84.89","86.1","88.62","59.69","60.27","60.97","0.36","0.32","0.34","0.03","3.8"
"8/15/18","1","39.3875008","-123.02058","137","0.0042","0.002","86.85","87.73","90.54","60.18","60.63","61.17","0.35","0.32","0.34","0.03","3.79"
"8/15/18","1","39.377978","-123.01766","138","0.0043","0.0021","85.71","86.69","89.17","59.98","60.49","61.11","0.35","0.32","0.33","0.03","3.79"
"8/15/18","1","39.4041669","-123.03919","139","0.0043","0.0021","88.86","90.38","92.82","59.89","59.99","60.67","0.37","0.34","0.35","0.03","3.82"
"8/15/18","1","39.4041669","-123.02841","140","0.0042","0.002","89.71","91.15","93.5","59.56","59.84","60.56","0.36","0.33","0.35","0.03","3.79"
"8/15/18","1","39.3863114","-123","141","0.0041","0.002","89.68","90.96","93.58","60.19","60.33","61.25","0.35","0.32","0.34","0.03","3.73"
"8/15/18","1","39.3791669","-122.96277","142","0.0041","0.002","89.62","90.75","93.15","60.94","61.25","61.77","0.33","0.3","0.33","0.02","3.75"
"8/15/18","1","39.3958351","-122.99214","143","0.0039","0.0018","90.05","91.33","93.83","60.22","60.57","61.25","0.34","0.31","0.34","0.03","3.67"
"8/15/18","1","39.3958341","-122.97057","144","0.0039","0.0018","89.25","90.41","93.18","60.93","60.97","61.48","0.33","0.3","0.33","0.03","3.66"
"8/15/18","1","39.4041669","-122.94213","145","0.0041","0.002","90.49","91.5","93.66","61.51","61.74","61.86","0.31","0.29","0.31","0.02","3.71"
"8/15/18","1","39.3916671","-122.9201","146","0.0043","0.0021","90.5","91.32","93.39","61.32","61.7","61.7","0.3","0.28","0.31","0.02","3.8"
"8/15/18","1","39.3875006","-122.89659","147","0.0037","0.0021","91.54","92.33","94.17","61.85","62.44","62.25","0.29","0.27","0.3","0.02","3.83"
"8/15/18","1","39.4000014","-122.91321","148","0.0043","0.0021","91.49","92.31","94.15","61.94","62.43","62.32","0.3","0.28","0.3","0.02","3.81"
"8/15/18","1","39.4125021","-122.92986","149","0.0042","0.0021","91.44","92.34","94.17","62.27","62.52","62.5","0.3","0.28","0.31","0.02","3.76"
"8/15/18","1","39.3750004","-122.84763","150","0.0032","0.0022","89.6","90.07","92.01","62.42","63.06","62.55","0.27","0.26","0.28","0.02","3.86"
"8/15/18","1","39.3946442","-122.87913","151","0.0031","0.0021","91.9","92.62","94.39","62.33","62.91","62.54","0.28","0.27","0.29","0.02","3.85"
"8/15/18","1","39.3791669","-122.84418","152","0.0032","0.0022","88.76","89.13","90.93","62.33","62.86","62.32","0.26","0.25","0.27","0.02","3.86"
"8/15/18","1","39.4125006","-122.8975","153","0.0044","0.0021","91","91.6","93.45","62.06","62.31","61.9","0.29","0.27","0.3","0.02","3.85"
"8/15/18","1","39.3958341","-122.86274","154","0.0032","0.0022","90.91","91.34","93.14","62.28","62.62","62.07","0.27","0.26","0.29","0.02","3.87"
"8/15/18","1","39.4125002","-122.88132","155","0.0047","0.0022","90.98","91.46","93.33","62.19","62.45","61.91","0.28","0.27","0.29","0.02","3.87"
"8/15/18","1","39.4000004","-122.85929","156","0.0032","0.0022","90.82","91.16","92.88","62.45","62.76","62.14","0.27","0.26","0.29","0.02","3.87"
"8/15/18","1","39.3591686","-122.80253","157","0.0032","0.0022","86.88","86.97","88.88","62.3","62.91","62.25","0.24","0.23","0.26","0.02","3.86"
"8/15/18","1","39.3902783","-122.83498","158","0.0032","0.0022","87.85","87.9","89.78","62.36","62.83","62.15","0.25","0.24","0.27","0.02","3.88"
"8/15/18","1","39.3708351","-122.80796","159","0.0032","0.0022","86.47","86.53","88.48","62.2","62.79","62.06","0.24","0.23","0.26","0.02","3.88"
"8/15/18","1","39.3541669","-122.76788","160","0.0032","0.0022","86.09","85.82","87.84","62.09","62.96","62.02","0.22","0.22","0.24","0.02","3.88"
"8/15/18","1","39.3416671","-122.74592","161","0.0032","0.0022","87.04","86.68","88.59","62.86","63.46","62.56","0.22","0.22","0.24","0.02","3.89"
"8/15/18","1","39.317502","-122.71859","162","0.0032","0.0022","88.22","88.09","89.94","63.11","63.75","63.2","0.22","0.22","0.24","0.01","4"
"8/15/18","1","39.3541669","-122.7571","163","0.0032","0.0022","85.15","84.6","86.77","61.51","62.17","61.26","0.21","0.21","0.23","0.02","3.88"
"8/15/18","1","39.324168","-122.71736","164","0.0032","0.0022","88.29","88.1","90.01","63.12","63.76","63.21","0.22","0.22","0.24","0.01","4.01"
"8/15/18","1","39.3125002","-122.68397","165","0.0032","0.0022","90.25","89.79","91.93","63.42","64.2","63.89","0.23","0.23","0.25","0.01","4.14"
"8/15/18","1","39.3875006","-122.81033","166","0.0032","0.0022","84.93","84.79","86.91","61.23","61.99","61.09","0.23","0.23","0.25","0.02","3.89"
"8/15/18","1","39.3708345","-122.78101","167","0.0032","0.0022","84.05","83.63","85.82","59.99","61.07","60.28","0.22","0.21","0.23","0.02","3.88"
"8/15/18","1","39.3208335","-122.68781","168","0.0032","0.0022","90.45","89.83","92.01","63.44","64.23","63.86","0.23","0.23","0.25","0.01","4.13"
"8/15/18","1","39.2875018","-122.64016","169","0.0032","0.0022","90.06","90.14","92.2","63.31","64.12","64.2","0.24","0.24","0.25","0.01","4.31"
"8/15/18","1","39.3341686","-122.71552","170","0.0032","0.0022","91.26","91.18","93.09","63.66","64.55","63.76","0.23","0.23","0.25","0.02","4.02"
"8/15/18","1","39.3791679","-122.7741","171","0.0032","0.0022","83.6","83.09","85.05","58.9","59.44","58.76","0.21","0.21","0.23","0.02","3.89"
"8/15/18","1","39.3458351","-122.72091","172","0.0032","0.0022","87.61","87.18","89.26","62.96","63.59","62.93","0.22","0.22","0.24","0.02","4"
"8/15/18","1","39.3875008","-122.77259","173","0.0032","0.0022","83.6","83.13","85.1","59.1","59.76","59.01","0.21","0.21","0.23","0.02","3.9"
"8/15/18","1","39.3708335","-122.74328","174","0.0032","0.0022","84.06","83.29","85.35","59.32","59.88","59.29","0.2","0.21","0.23","0.02","3.91"
"8/15/18","1","39.357502","-122.72632","175","0.0032","0.0022","85.19","84.35","86.75","61.34","61.98","61.34","0.21","0.21","0.23","0.02","3.99"
"8/15/18","1","39.3166675","-122.65358","176","0.0032","0.0022","92.86","92.42","94.76","63.5","64.72","64.46","0.24","0.25","0.26","0.01","4.27"
"8/15/18","1","39.3041672","-122.6209","177","0.0031","0.0022","89.76","89.19","91.83","63.25","64.1","64.31","0.24","0.24","0.25","0.01","4.39"
